xi,RijLong,RijLat
0.0,1.0,1.0
10.0,0.9727656726076005,0.908242543013417
20.0,0.8997863237692728,0.7308522317524085
30.0,0.8078090274073074,0.5672579571053349
40.0,0.723087701798217,0.4430027101469259
50.0,0.6545105459402422,0.35306968315695736
60.0,0.6003938071973708,0.282655847275181
70.0,0.5568666053769716,0.22267961308025933
80.62257748298549,0.4966535562200633,0.1783847787925892
90.55385138137417,0.46395172477874075,0.13882398748867308
100.4987562112089,0.43571601046336733,0.09011454375397923
110.45361017187261,0.4122280018562875,0.05421275963958916
120.41594578792295,0.3910021266780006,0.03901931028896383
130.38404810405297,0.36986518422970527,0.030643943391575505
140.356688476182,0.3494217886712158,0.014846316677409052
150.33296378372907,0.3330410957256175,0.006091344609299212
160.31219541881399,0.3212474851374407,0.0020667704929052547
170.29386365926402,0.30899603369078865,-0.006261849659048473
180.27756377319946,0.2906198837957616,-0.015638859928250877
190.26297590440447,0.2682754589800062,-0.02823063449275444
200.24984394500785,0.25005949061578,-0.04124270292978555
210.23796041628637,0.2406417656572794,-0.047729814711435774
220.22715545545242,0.23705454743462392,-0.050929409412754006
230.8679276123039,0.23577150444765863,-0.06905524960740285
240.8318915758459,0.22603906117785436,-0.08051174821920601
250.79872407968904,0.21010885961904216,-0.08637747251108337
260.76809620810593,0.19430287824490824,-0.07606902201179608
270.7397274136177,0.18469630628915287,-0.07294407783199053
280.713376952364,0.18124344965817524,-0.07249781125957915
290.68883707497264,0.17938264853571848,-0.0629052713115084
300.66592756745814,0.1776592053603428,-0.07522432782037937
310.64449134018133,0.17555361319214424,-0.08279334385275484
320.62439083762797,0.16982132739838424,-0.08070287842915412
330.6055050963308,0.16116202966258247,-0.08632767650677808
340.58772731852804,0.15323290515846286,-0.09556425073035686
350.5709628591621,0.14644312731209552,-0.09657811481975352
360.5551275463989,0.14113320936612805,-0.08737074892977702
370.5401462729781,0.13714088574338607,-0.08879078009637661
381.18237105091833,0.1277010979729004,-0.09795827675448225
391.1521443121589,0.1159127251584492,-0.09593865867887358
401.1234224026316,0.10750139162635387,-0.09504029894598241
411.0960958218893,0.10450370145819622,-0.10264667815572169
421.070065428546,0.10514281592476087,-0.10066920169943566
431.0452412450461,0.1057399867580595,-0.09433165338860176
441.02154142399894,0.10276399242276675,-0.08173494670098788
450.99889135118724,0.09415830925262218,-0.0639017140118751
460.9772228646444,0.08262660815044086,-0.05106173509519238
470.95647357266466,0.07366509644846544,-0.03359336585399877
480.9365862564419,0.06992640249390981,-0.01569722266935398
490.9175083453431,0.07020289074046569,-0.006703836332002271
500.89919145472777,0.07165370845293087,0.001347238202769721
510.88159097779203,0.07218680256799659,0.007549875130742689
520.8646657242167,0.07187284072113494,0.008378302138939003
530.8483775994799,0.0725547674099417,0.0029715148272279903
541.4794548272354,0.06955677660007122,0.0021913271873522677
551.4526271584895,0.07018951124362492,0.0058823171262182335
561.426753904728,0.07045696250225042,0.011571273307628149
571.4017850864661,0.06673409856878482,0.010658024803377108
581.3776741499453,0.06202881973432258,0.009412974718004744
591.3543776789007,0.0632016352921194,0.010196581853998396
601.3318551349163,0.07260044748692368,0.014600300719623918
611.310068623117,0.08379775005828599,0.02441709088184826
621.2889826803627,0.08729085134403962,0.03467708336438731
631.2685640834652,0.08267254155553555,0.03425437130756245
641.2487816752559,0.07860375429198822,0.03705571056315034
651.2296062065975,0.0805671838292718,0.035237940308302344
661.2110101926615,0.08343201598923462,0.03148464148923785
671.1929677819934,0.07896985729617188,0.011323458926908746
681.1754546370561,0.06862713834501365,-0.008240673107778599
691.8092222571191,0.07549783895017419,-0.03520521619902191
701.78344238091,0.06694699917578707,-0.06590110100963222
711.7583859709698,0.06404491724907234,-0.09312540963183175
721.7340230306453,0.06349384172296083,-0.1145538419816179
731.7103251970686,0.06119056529202019,-0.12531089727352174
741.6872656315463,0.05770582961465061,-0.13906761761665792
751.6648189186454,0.05545155925209527,-0.14377798806449837
761.6429609731846,0.05536273785916983,-0.13698040617330048
771.621668954417,0.05657527838939045,-0.12726816946972272
781.6009211867653,0.057246646217066016,-0.11298461921740383
791.580697086532,0.05657521699694674,-0.10421599212069678
801.5609770940698,0.05545726389635395,-0.09694427606799565
811.5417426109393,0.056615421342679974,-0.09450718489331435
821.5229759416349,0.061971654047111545,-0.08545865479452727
831.5046602394962,0.06931429278179717,-0.06438823814848614
842.140130857092,0.07871874193035844,-0.04885908750027426
852.1150157109074,0.08323607437978155,-0.03516072137314485
862.0904824900922,0.08448902710907197,-0.029541333277251624
872.066511224918,0.08678481116096223,-0.024198188239664863
882.0430828479979,0.08987836418208481,-0.022531217591621612
892.0201791439474,0.0910646065896603,-0.0344596311020482
901.9977827023745,0.08968489077442826,-0.034726580088138954
911.9758768739445,0.08442698040440198,-0.019950057006714907
921.9544457292888,0.0755477408094221,-0.01943182017948378
931.933474020544,0.06719818279285304,-0.02328154653302961
941.9129471453293,0.062174735908982016,-0.02314597835924096
951.8928511129811,0.0612082008974826,-0.019422696898511733
961.8731725128838,0.06293715685963944,-0.017754454825965937
971.8538984847465,0.06211348764609601,-0.013242572073278495
981.8350166906862,0.056039399165344186,-0.014132912196473604
992.4716620639604,0.04821899701201558,-0.012083252406065954
1002.4470060806207,0.0419725851773818,-0.017094561870847024
1012.4228365658294,0.03208634724085466,-0.011544102106120203
1022.3991392797628,0.02281903968845591,0.0005778183197452483
1032.3759005323593,0.018007287896278285,0.006183227306752315
1042.3531071570708,0.017673842325314625,0.0022923443924198032
1052.3307464861036,0.01791626316368685,-0.014978125858045019
1062.308806327049,0.013203336047457413,-0.033925334024941106
1072.2872749408155,0.0021802352411037285,-0.041769566070503916
1082.266141020775,-0.011279376265303459,-0.05765732934362152
1092.245393673052,-0.021495767459740994,-0.07308746379663977
1102.2250223978767,-0.025118557849623545,-0.0694569532015
